name	sentence_id	paragraph_id	text_issue_date	text_publ_id
Anna Andcr-s'on	273007	37	02.03.1907	0355-2047
Gustav Pauligwainajan	273027	47	02.03.1907	0355-2047
Karl Mittcrhusenille	273028	47	02.03.1907	0355-2047
Aarne Riddelin	273031	49	02.03.1907	0355-2047
A. Serlachius	273038	51	02.03.1907	0355-2047
Ewa Juurioja	273044	53	02.03.1907	0355-2047
Matilda Sofengtcn	273044	53	02.03.1907	0355-2047
Juho Jalo	273059	53	02.03.1907	0355-2047
Eliina Cajander	273060	53	02.03.1907	0355-2047
Ida Saarinen	273061	53	02.03.1907	0355-2047
Emil Enroth	273083	65	02.03.1907	0355-2047
Ulla Hauscn	273099	73	02.03.1907	0355-2047
Irina von	273099	73	02.03.1907	0355-2047
Robert Hu-	273151	102	02.03.1907	0355-2047
Ingrid sU	273193	118	02.03.1907	0355-2047
Edit Olifuncn	273200	119	02.03.1907	0355-2047
Einari SEni^Bßri	273200	119	02.03.1907	0355-2047
Lilly Äirogtuö	273245	137	02.03.1907	0355-2047
Flora FuudLc	273248	139	02.03.1907	0355-2047
A. Sattuma	273252	142	02.03.1907	0355-2047
Ragnar Reinius	273269	5	02.03.1907	0355-2047
Mari Fazer	273271	5	02.03.1907	0355-2047
Kaarle Swamjö	273283	11	02.03.1907	0355-2047
Alfred Öiuffola	273283	11	02.03.1907	0355-2047
Inna Vainio	273300	16	02.03.1907	0355-2047
Erik Nirjulalta	273357	28	02.03.1907	0355-2047
Kusti Lauren	273358	29	02.03.1907	0355-2047
Gunnar Forstenille	273365	31	02.03.1907	0355-2047
Peiia Halonen	273370	35	02.03.1907	0355-2047
Jussi Korhonen	273382	37	02.03.1907	0355-2047
Minna Canth	273391	39	02.03.1907	0355-2047
Ctto Goldsclmiidt	273421	47	02.03.1907	0355-2047
Pablo de Tlllasat	273430	52	02.03.1907	0355-2047
I>i. P.	273570	121	02.03.1907	0355-2047
Werner Tödeittrömille	273710	45	02.03.1907	0355-2047
Matti Äyräpää	273717	47	02.03.1907	0355-2047
Elin Clingren	273717	47	02.03.1907	0355-2047
Z. S^	273741	55	02.03.1907	0355-2047
W. Tuominen	273779	71	02.03.1907	0355-2047
Antti IjäS	273780	71	02.03.1907	0355-2047
Anna Maria	273795	78	02.03.1907	0355-2047
Julian Mauppia	273806	85	02.03.1907	0355-2047
Lydia Kilpi	273807	85	02.03.1907	0355-2047
Fanny Alalmstenin	273816	88	02.03.1907	0355-2047
I. Aindqwist	273875	7	02.03.1907	0355-2047
Alfred Mankalan	274087	125	02.03.1907	0355-2047
Hjalmar Oker-Rlom	274102	133	02.03.1907	0355-2047
Severi Nuormaa	274162	167	02.03.1907	0355-2047
Sakari Suomela	274163	168	02.03.1907	0355-2047
Isak Lot	274189	177	02.03.1907	0355-2047
Ossi Donner	274207	194	02.03.1907	0355-2047
Niklas Järnefelt	274259	21	02.03.1907	0355-2047
Wilhelm Kommonen	274277	35	02.03.1907	0355-2047
Emil Kivi	274624	13	03.03.1907	0355-2047
Saima Pfäffli	274627	15	03.03.1907	0355-2047
Hilma Appelberg	274645	27	03.03.1907	0355-2047
Matti Autio	274677	47	03.03.1907	0355-2047
Alma Jokinen	274679	47	03.03.1907	0355-2047
Alma Jckinen	274680	47	03.03.1907	0355-2047
Eemeli Perttilä	274680	47	03.03.1907	0355-2047
Einari Koskiniemi	274744	92	03.03.1907	0355-2047
Kaarlo Sparfvén	274799	128	03.03.1907	0355-2047
Kustaa Harju	274818	137	03.03.1907	0355-2047
Georg Jägerhornin	274837	148	03.03.1907	0355-2047
Arkkitehdit Huom	274852	159	03.03.1907	0355-2047
Talonoflaistajait Haom	274855	161	03.03.1907	0355-2047
Insinöörit Huoin	274857	163	03.03.1907	0355-2047
Maanviljelijät Huom	274859	164	03.03.1907	0355-2047
Rakennusmestarit Huom	274860	165	03.03.1907	0355-2047
Apteekkarit Huom	274861	166	03.03.1907	0355-2047
Werner Söderhjölm	274893	189	03.03.1907	0355-2047
Johannes Gummerus	274894	189	03.03.1907	0355-2047
Eero Järnefelt	274895	189	03.03.1907	0355-2047
Johannes Gummerns	274898	192	03.03.1907	0355-2047
Werner Söderhjelm	274899	192	03.03.1907	0355-2047
Georg Schauman	274900	192	03.03.1907	0355-2047
Tuerese Ha	274942	26	03.03.1907	0355-2047
Bertha Corander	274967	42	03.03.1907	0355-2047
Jenny Elfving	275022	73	03.03.1907	0355-2047
Alma Försten	275023	74	03.03.1907	0355-2047
Victor Ek	275054	92	03.03.1907	0355-2047
Armas Järnefelt	275067	99	03.03.1907	0355-2047
Bertha Corander	275067	99	03.03.1907	0355-2047
Armas Järnefelt	275071	101	03.03.1907	0355-2047
Robert Kajanus	275109	124	03.03.1907	0355-2047
Fridtjof Backer-Gröndahl	275110	124	03.03.1907	0355-2047
Franz Berwald	275112	126	03.03.1907	0355-2047
Edouard Celli	275116	129	03.03.1907	0355-2047
Alfred Casella	275116	129	03.03.1907	0355-2047
Henri Casadesna	275116	129	03.03.1907	0355-2047
Marcel Casadesus	275116	129	03.03.1907	0355-2047
Alfhild Hamberg	275121	134	03.03.1907	0355-2047
Alexandra Atiiger	275143	150	03.03.1907	0355-2047
Ilmari Krohn	275145	151	03.03.1907	0355-2047
Alexandra Allngor	275149	153	03.03.1907	0355-2047
Marta Moretti	275201	176	03.03.1907	0355-2047
Helena Braatz	275202	176	03.03.1907	0355-2047
Anne Krohn	275204	178	03.03.1907	0355-2047
Mary Lundqvist	275206	180	03.03.1907	0355-2047
Neiti Hausi	275273	27	03.03.1907	0355-2047
Simo Kaario	275285	37	03.03.1907	0355-2047
Eino Leino	275286	37	03.03.1907	0355-2047
Kaarle Halme	275286	37	03.03.1907	0355-2047
Kaarle Halme	275289	38	03.03.1907	0355-2047
Simo Kaario	275290	38	03.03.1907	0355-2047
Hilma Santanen	275291	38	03.03.1907	0355-2047
Albert Edelfelt	275296	40	03.03.1907	0355-2047
Hilda Flodin	275298	42	03.03.1907	0355-2047
Axel Gallen	275299	43	03.03.1907	0355-2047
Eero Järnefelt	275300	43	03.03.1907	0355-2047
Hugo Simberg	275301	44	03.03.1907	0355-2047
Ivar Snellman	275368	73	03.03.1907	0355-2047
Elli Heikinheimo	275438	105	03.03.1907	0355-2047
Emma Gailits	275446	108	03.03.1907	0355-2047
Gczclius nuori	275458	116	03.03.1907	0355-2047
H. Mcl	275458	116	03.03.1907	0355-2047
Ali Krogius	275480	6	03.03.1907	0355-2047
Oskar Norrmentnainaia	275494	12	03.03.1907	0355-2047
Emilia Stjernwallin	275494	12	03.03.1907	0355-2047
A. Norrmcn	275507	16	03.03.1907	0355-2047
Ewrrt Naiastjcrna	275598	69	03.03.1907	0355-2047
Juho Hywärinen	275627	81	03.03.1907	0355-2047
A. Töriigrenin	275648	92	03.03.1907	0355-2047
Ia fkSS	275689	104	03.03.1907	0355-2047
Nerner Veclerin	275753	7	03.03.1907	0355-2047
Gcoi-ss Sittkoffin	275758	9	03.03.1907	0355-2047
Wilhelm Sumelius	275761	10	03.03.1907	0355-2047
Lennart Aspegren	275761	10	03.03.1907	0355-2047
Mikael Höclert	275763	11	03.03.1907	0355-2047
Ctto Tommi	275763	11	03.03.1907	0355-2047
Armas Järnefelt	275776	17	03.03.1907	0355-2047
Eila I^titarta^tuc-mattoillafann	275823	44	03.03.1907	0355-2047
Olga Seraßerg	275958	109	03.03.1907	0355-2047
Ernst von	276119	29	03.03.1907	0355-2047
Robert Kaj	276134	38	03.03.1907	0355-2047
Franz Verwald'in	276134	38	03.03.1907	0355-2047
Kaarle Halinccn	276143	43	03.03.1907	0355-2047
Ingrid Nuinin	276148	45	03.03.1907	0355-2047
Johannes Haapasalko	276148	45	03.03.1907	0355-2047
EIHAB BÖÖK	276172	58	03.03.1907	0355-2047
W. G-ow	276281	103	03.03.1907	0355-2047
August Sandell	276352	11	03.03.1907	0355-2047
Kalle Kiis	276353	11	03.03.1907	0355-2047
Wille Männistö	276355	11	03.03.1907	0355-2047
FranS Teisko	276356	11	03.03.1907	0355-2047
Kalle Lana	276356	11	03.03.1907	0355-2047
Aukusti Bcrgstadin	276356	11	03.03.1907	0355-2047
Louis Nocha	276388	21	03.03.1907	0355-2047
Ida Valatee	276411	30	03.03.1907	0355-2047
U. Rm>	276414	31	03.03.1907	0355-2047
A. Hcilinhcilno	276442	44	03.03.1907	0355-2047
I. Ailila	276444	46	03.03.1907	0355-2047
Viktor Vlroos	276468	62	03.03.1907	0355-2047
Fredrik Skogström	276571	130	03.03.1907	0355-2047
Niklas Järnefelt	276587	142	03.03.1907	0355-2047
Eliel Aspelin-Haapicylä	276702	27	03.03.1907	0355-2047
Kaarlo Bergbom	276709	31	03.03.1907	0355-2047
Otto Thoneberg	276725	40	03.03.1907	0355-2047
Kaarlo Forsman	276753	58	03.03.1907	0355-2047
Yrjö Koskinen	276756	59	03.03.1907	0355-2047
Elias Lönnrot	276759	59	03.03.1907	0355-2047
Gustaf Linder'in	276849	99	03.03.1907	0355-2047
Adolf Norrlin'in	276867	111	03.03.1907	0355-2047
Lempi Orvokki	276876	116	03.03.1907	0355-2047
Oskar Zetterblom	276883	120	03.03.1907	0355-2047
Alfred Roini'nj	276887	123	03.03.1907	0355-2047
Oskari Halkilahti	276931	145	03.03.1907	0355-2047
Väinö Juvonen	276959	159	03.03.1907	0355-2047
IA Herra	277090	51	03.03.1907	0355-2047
JOHN SVANLJUNG	277205	147	03.03.1907	0355-2047
Otto Hyyry	277222	162	03.03.1907	0355-2047
Jonas Castrenin	277238	2	03.03.1907	0355-2047
SAKARI CASTREN	277239	3	03.03.1907	0355-2047
Jill lIIILJIIi	277290	31	03.03.1907	0355-2047
Otto Tanner	277336	62	03.03.1907	0355-2047
Fritz WIIk	277336	62	03.03.1907	0355-2047
Axel CaiersreuiS	277365	71	03.03.1907	0355-2047
Tekla Hult	277589	155	03.03.1907	0355-2047
taMi Mika	277722	19	03.03.1907	0355-2047
Kaarlo Os	277859	7	03.03.1907	0355-2047
Kaarlo Os	277862	9	03.03.1907	0355-2047
Eugen Alel	277887	22	03.03.1907	0355-2047
Eugen Alek	277892	26	03.03.1907	0355-2047
Robert Hart	278041	84	03.03.1907	0355-2047
Ä. Äftröm	278074	96	03.03.1907	0355-2047
Jean Voldt	278095	102	03.03.1907	0355-2047
Severi Nnormaa	278380	91	03.03.1907	0355-2047
Sakari Suomela	278381	92	03.03.1907	0355-2047
Yrjö Loiniaranta	278408	110	03.03.1907	0355-2047
Yrjö Weil	278410	111	03.03.1907	0355-2047
Ossi Donner	278449	135	03.03.1907	0355-2047
JUHO LALLUKKA	278494	166	03.03.1907	0355-2047
Aksel Alanderin	278655	78	03.03.1907	0355-2047
EINO LOUHIVUORI	278835	194	03.03.1907	0355-2047
Viktor Puolakka	278873	14	05.03.1907	0355-2047
Sofia Lovisa Rosenqvist	278897	33	05.03.1907	0355-2047
Sofia Lovisa Rosenqvist	278900	35	05.03.1907	0355-2047
Albert Theodor Tötterman	278907	40	05.03.1907	0355-2047
Evi Norrmén	278921	49	05.03.1907	0355-2047
NIKLAS JÄRNEFELT	279048	143	05.03.1907	0355-2047
August Ramsay	279065	158	05.03.1907	0355-2047
Hjalmar Ekholm	279065	158	05.03.1907	0355-2047
Jonas Castrenin	279123	3	05.03.1907	0355-2047
John Andersin	279232	73	05.03.1907	0355-2047
Aksel Alanderin	279245	81	05.03.1907	0355-2047
Johan Bojer	279258	89	05.03.1907	0355-2047
O. Havo	279265	95	05.03.1907	0355-2047
Victor Ek	279276	102	05.03.1907	0355-2047
Victor Ek	279296	117	05.03.1907	0355-2047
Georg Erastoff	279329	143	05.03.1907	0355-2047
Rafael Lindqvist	279329	143	05.03.1907	0355-2047
Helena Braatz	279337	149	05.03.1907	0355-2047
Robert Kajanus	279341	152	05.03.1907	0355-2047
Alfhild Hamberg	279345	155	05.03.1907	0355-2047
Hubert Cocke	279364	164	05.03.1907	0355-2047
Albert Eilelfelt Magnus Enckell	279426	179	05.03.1907	0355-2047
Hilda Flodin	279428	179	05.03.1907	0355-2047
Axel Gallen	279429	179	05.03.1907	0355-2047
Eero Järnefelt	279430	179	05.03.1907	0355-2047
Hugo Simberg	279431	179	05.03.1907	0355-2047
SAKARI CASTRÉM	279480	201	05.03.1907	0355-2047
Mary Lundqvist	279482	202	05.03.1907	0355-2047
Erost E.	279490	5	05.03.1907	0355-2047
HELGE HARTMAN	279503	13	05.03.1907	0355-2047
ANTTI UKKOLA	279512	18	05.03.1907	0355-2047
Karl Erikson	279515	19	05.03.1907	0355-2047
Otto Tanner	279520	22	05.03.1907	0355-2047
Fritz Wiik	279521	22	05.03.1907	0355-2047
Pehr Gafd	279654	40	05.03.1907	0355-2047
Ida Rosawist	279928	7	05.03.1907	0355-2047
Albert Högbergm	279964	25	05.03.1907	0355-2047
Gustaf Waldemar Becker	279998	39	05.03.1907	0355-2047
Wilhelm Julius Becker	279999	40	05.03.1907	0355-2047
Amalia Auli	280019	47	05.03.1907	0355-2047
Pscorg Bcliaii	280033	53	05.03.1907	0355-2047
Rolf Sanflerbora	280036	55	05.03.1907	0355-2047
A. Aalto	280036	55	05.03.1907	0355-2047
Gösta Björken	280051	60	05.03.1907	0355-2047
John Bergström	280074	72	05.03.1907	0355-2047
Emil KailZfonille	280089	79	05.03.1907	0355-2047
Niklas Järnefelt	280091	79	05.03.1907	0355-2047
Feodor Wasilj^w	280094	82	05.03.1907	0355-2047
Julius Lind-	280154	115	05.03.1907	0355-2047
Wiwl Saunoa	280156	117	05.03.1907	0355-2047
Aune Krohn	280201	131	05.03.1907	0355-2047
Ilmari Krohn	280203	131	05.03.1907	0355-2047
Armas Launilsen	280204	131	05.03.1907	0355-2047
Mary Boman	280268	22	05.03.1907	0355-2047
Fanny Worbie	280268	22	05.03.1907	0355-2047
Tor Schauman	280277	23	05.03.1907	0355-2047
Elis Tundberg	280321	35	05.03.1907	0355-2047
Tatu i'iiSjiucn	280329	37	05.03.1907	0355-2047
A. Liljcroos	280411	58	05.03.1907	0355-2047
Ernst Mrogiui-	280419	61	05.03.1907	0355-2047
Harald Herlin	280420	61	05.03.1907	0355-2047
Klas Tallawist	280422	61	05.03.1907	0355-2047
Bertel Gcitlin	280422	61	05.03.1907	0355-2047
Alfred Häggblom	280422	61	05.03.1907	0355-2047
Ramstedt Lahti	280457	84	05.03.1907	0355-2047
Elias Ali	280460	85	05.03.1907	0355-2047
Fritz Kcitlm	280490	99	05.03.1907	0355-2047
Felicia Vuttz Clark	280516	110	05.03.1907	0355-2047
Juuso Hedberg	280532	117	05.03.1907	0355-2047
Emil af Hällström	280533	117	05.03.1907	0355-2047
Jean Tibelius	280562	130	05.03.1907	0355-2047
Jean Sibelius	280563	131	05.03.1907	0355-2047
Henrit Ibsen	280583	137	05.03.1907	0355-2047
Emanuel Hansenin	280584	137	05.03.1907	0355-2047
Cnni H^rmanlosli	280805	80	05.03.1907	0355-2047
Wäinö Stntljonin	280806	81	05.03.1907	0355-2047
Jean Nart	280857	100	05.03.1907	0355-2047
Oskar Hrme	280885	114	05.03.1907	0355-2047
Selim Häll	280897	116	05.03.1907	0355-2047
Carolus Wrede	280918	5	05.03.1907	0355-2047
Harald T.	280919	5	05.03.1907	0355-2047
Carolus Wreden	280921	5	05.03.1907	0355-2047
W. Haglund	280924	7	05.03.1907	0355-2047
Werner Vlcruc>	280925	8	05.03.1907	0355-2047
Julius Starcs	280925	8	05.03.1907	0355-2047
Alfhild Sandyrcn	280930	10	05.03.1907	0355-2047
Konstantin Pleischiloff	280934	13	05.03.1907	0355-2047
Werner Cljrbom	280934	13	05.03.1907	0355-2047
Oskari Ecra Kristian Ryynänen	280944	19	05.03.1907	0355-2047
Ida W.	280950	22	05.03.1907	0355-2047
Eini M.	280950	22	05.03.1907	0355-2047
Katri Kelo	280950	22	05.03.1907	0355-2047
Anna Stenius	280952	22	05.03.1907	0355-2047
Saimi Airila	280952	22	05.03.1907	0355-2047
Elma Sammallahti	280953	22	05.03.1907	0355-2047
Aura W. Reuter	280953	22	05.03.1907	0355-2047
Johan Guötnf	280955	23	05.03.1907	0355-2047
Felix Ecrenius	280958	23	05.03.1907	0355-2047
Werner Mcrus	280958	23	05.03.1907	0355-2047
Oskari Mantere	281062	86	05.03.1907	0355-2047
Herman Lihr	281065	87	05.03.1907	0355-2047
Vihtori Närvänen	281070	91	05.03.1907	0355-2047
Viktor Ekroos	281073	92	05.03.1907	0355-2047
Henrik Konrad	281084	100	05.03.1907	0355-2047
Nanny Snellman	281084	100	05.03.1907	0355-2047
Agnes von Kompa	281084	100	05.03.1907	0355-2047
Viktor Ekroos	281086	101	05.03.1907	0355-2047
Emil Johansson	281090	105	05.03.1907	0355-2047
Cecilia Victor	281092	106	05.03.1907	0355-2047
John Stenbergin	281165	151	05.03.1907	0355-2047
Yrjö Weil	281181	161	05.03.1907	0355-2047
Taavi Kolari	281251	40	05.03.1907	0355-2047
Max Okep-Blum	281261	46	05.03.1907	0355-2047
Wilhelm Kommonen	281273	56	05.03.1907	0355-2047
Axel Friberg	281443	165	05.03.1907	0355-2047
Ossi Donner	281468	180	05.03.1907	0355-2047
Lilli Luukkonen	281488	189	05.03.1907	0355-2047
Nils Adoll	281496	196	05.03.1907	0355-2047
Oskar Zetterblom	281517	207	05.03.1907	0355-2047
Alfred Soini	281520	209	05.03.1907	0355-2047
Hugo YlentnfcseHe	281575	244	05.03.1907	0355-2047
Charles Korsmanin	281585	251	05.03.1907	0355-2047
Väinö Juvonen	281598	256	05.03.1907	0355-2047
Vilho Oittinem	281698	15	06.03.1907	0355-2047
Helena Viljakainen	281722	29	06.03.1907	0355-2047
Emil Harjunen	281727	33	06.03.1907	0355-2047
Eva Harjunen	281731	35	06.03.1907	0355-2047
Heikki Ritavuori	281781	71	06.03.1907	0355-2047
Johnit Walter	281903	147	06.03.1907	0355-2047
Don Troil	281906	150	06.03.1907	0355-2047
Artur Alli	281952	185	06.03.1907	0355-2047
SAKARI CASTRÉB	282034	4	06.03.1907	0355-2047
Therese Habl	282105	54	06.03.1907	0355-2047
Rauha Pensionat	282123	67	06.03.1907	0355-2047
Hanna Ingman	282147	81	06.03.1907	0355-2047
O. Havo	282158	89	06.03.1907	0355-2047
Alfhild Hamberg	282194	115	06.03.1907	0355-2047
Marta Moretti	282258	161	06.03.1907	0355-2047
Helena BraaU	282259	161	06.03.1907	0355-2047
Mary Lundqvist	282260	161	06.03.1907	0355-2047
Hilda Flodin	282268	165	06.03.1907	0355-2047
Axel Galk'n. Kero	282269	165	06.03.1907	0355-2047
Hugo Simberg	282270	165	06.03.1907	0355-2047
Sakari Outrta	282298	185	06.03.1907	0355-2047
Aini Soannda	282303	186	06.03.1907	0355-2047
Ernst E.	282328	194	06.03.1907	0355-2047
Alfred Holmström	282343	203	06.03.1907	0355-2047
Otto Tanner	282352	3	06.03.1907	0355-2047
Fritz Wiik	282353	3	06.03.1907	0355-2047
Erik Kroka	282478	20	06.03.1907	0355-2047
Pehr Gadd	282487	21	06.03.1907	0355-2047
Juhani Aho	282748	148	06.03.1907	0355-2047
Matti Karppanen	282788	27	06.03.1907	0355-2047
Iwar Plathcin	282794	33	06.03.1907	0355-2047
G. Grotenfelt	282796	35	06.03.1907	0355-2047
I. Lallukka	282796	35	06.03.1907	0355-2047
Rolf Theslcffin	282799	38	06.03.1907	0355-2047
Fredrik Werner	282802	39	06.03.1907	0355-2047
Albin Simo	282818	48	06.03.1907	0355-2047
Siv Hackman	282829	51	06.03.1907	0355-2047
I. Vennerström	282845	55	06.03.1907	0355-2047
Leopold W	282862	64	06.03.1907	0355-2047
Nikolai Dementjeff	282868	66	06.03.1907	0355-2047
Gustaf Robert	282871	67	06.03.1907	0355-2047
Nnlti Vt	282881	70	06.03.1907	0355-2047
Oskar Karl	282881	70	06.03.1907	0355-2047
Leonard Öhtbftrom	282883	70	06.03.1907	0355-2047
O. Lawonius	282892	70	06.03.1907	0355-2047
Karl Ahlberg	282910	78	06.03.1907	0355-2047
Alma Jokinen	282918	82	06.03.1907	0355-2047
Miina Sillanpää	282918	82	06.03.1907	0355-2047
Miina Sillanpää	282927	88	06.03.1907	0355-2047
Ida Oksanen	282927	88	06.03.1907	0355-2047
Josefina Himbcrn	282929	89	06.03.1907	0355-2047
Matilda Heinonen	282932	90	06.03.1907	0355-2047
Enni Karlsonille	282935	92	06.03.1907	0355-2047
Niklas Järnefelt	282937	92	06.03.1907	0355-2047
Mimmi Vlomqwist	282939	93	06.03.1907	0355-2047
A. NilweHe	282952	102	06.03.1907	0355-2047
Lars Lindbladiin	282956	103	06.03.1907	0355-2047
Erkki Kiwijärwcn	282974	114	06.03.1907	0355-2047
Juho Sorell	283143	44	06.03.1907	0355-2047
Werner An	283161	50	06.03.1907	0355-2047
Fritz Buttenhoff Viipuri	283170	53	06.03.1907	0355-2047
Joonas Laitinen	283175	54	06.03.1907	0355-2047
Herman Taponen	283178	55	06.03.1907	0355-2047
Kcorg Erastosf	283198	65	06.03.1907	0355-2047
Alfhild Hambtlstin	283201	67	06.03.1907	0355-2047
Eero Järnefelt	283203	68	06.03.1907	0355-2047
Hilda Flodinin	283203	68	06.03.1907	0355-2047
Maria Sitjilöfen	283486	67	06.03.1907	0355-2047
Georg Forssellin	283556	111	06.03.1907	0355-2047
Antti Talo	283574	123	06.03.1907	0355-2047
Theodor Timberg	283589	132	06.03.1907	0355-2047
W. Penttilä	283596	137	06.03.1907	0355-2047
Amanda Shmrianbei	283597	138	06.03.1907	0355-2047
Kalle Ranne	283603	140	06.03.1907	0355-2047
Wille Humalojan	283603	140	06.03.1907	0355-2047
Kalle Rapola	283603	140	06.03.1907	0355-2047
Ali Tolppa	283604	141	06.03.1907	0355-2047
Aukusti Mantilan	283604	141	06.03.1907	0355-2047
Viktor Aaltonen	283604	141	06.03.1907	0355-2047
Karl Hakea	283615	145	06.03.1907	0355-2047
Karl August Stenman	283627	5	06.03.1907	0355-2047
Lennart Försten	283637	10	06.03.1907	0355-2047
G Tavaststjernan	283690	44	06.03.1907	0355-2047
Knut Anthoni	283695	49	06.03.1907	0355-2047
Wilhelm Brummer	283698	51	06.03.1907	0355-2047
Teodor Munck	283698	51	06.03.1907	0355-2047
Knut Anthoni	283703	54	06.03.1907	0355-2047
Arno Reuter	283727	70	06.03.1907	0355-2047
John Lager	283918	29	06.03.1907	0355-2047
Eugen Schauman	283997	77	06.03.1907	0355-2047
Käpy tVesac	284005	82	06.03.1907	0355-2047
Axel Viipuri	284051	107	06.03.1907	0355-2047
Fredrik Thuringin	284069	117	06.03.1907	0355-2047
Isa Kcopertink	284094	134	06.03.1907	0355-2047
Tyyni 6WSWI	284165	160	06.03.1907	0355-2047
Kalle Kaamanen	284220	25	07.03.1907	0355-2047
Gustaf Henrik Onnela	284247	49	07.03.1907	0355-2047
Maria Liisa Onnela	284251	51	07.03.1907	0355-2047
Akseli Koskimies	284282	77	07.03.1907	0355-2047
A. Lönobei-kia	284286	81	07.03.1907	0355-2047
Lilly Krogius	284373	144	07.03.1907	0355-2047
Jarl Hagelstam	284440	199	07.03.1907	0355-2047
Victor Ek	284466	217	07.03.1907	0355-2047
Ida Aalberg	284475	223	07.03.1907	0355-2047
Ossian Fohström	284477	225	07.03.1907	0355-2047
Armas Järnefelt	284481	226	07.03.1907	0355-2047
SAKARI CASTREN	284487	4	07.03.1907	0355-2047
Hubert Cooke	284508	20	07.03.1907	0355-2047
Helena Braatz	284609	83	07.03.1907	0355-2047
Mary Lundqvist	284610	83	07.03.1907	0355-2047
Francis rHiiekslaiucu	284611	83	07.03.1907	0355-2047
Albert Edelfelt Magnus Enckell	284615	87	07.03.1907	0355-2047
Hilda Flodin	284617	87	07.03.1907	0355-2047
Axel Gmll&i. Yjem Järnefelt	284618	87	07.03.1907	0355-2047
Hugo Simberg	284618	87	07.03.1907	0355-2047
August Hannelius	284782	15	07.03.1907	0355-2047
Ludwig Veii'	284793	20	07.03.1907	0355-2047
Jaakko Forsmantoainaja	284804	25	07.03.1907	0355-2047
Sid Vl	284902	73	07.03.1907	0355-2047
Heikki Rytköselle	285019	2	07.03.1907	0355-2047
Tamelsou Kalma	285110	36	07.03.1907	0355-2047
Helga Maria	285220	90	07.03.1907	0355-2047
Jo Hansson	285248	97	07.03.1907	0355-2047
Gösta Holm	285266	105	07.03.1907	0355-2047
Jenny Nordgren	285266	105	07.03.1907	0355-2047
Emmy Huttunen	285266	105	07.03.1907	0355-2047
H. Renwall	285273	110	07.03.1907	0355-2047
G. Stenfeldt	285273	110	07.03.1907	0355-2047
W. Sippola	285277	112	07.03.1907	0355-2047
D. Immell	285277	112	07.03.1907	0355-2047
Aina Statelat	285279	114	07.03.1907	0355-2047
Fanny Rosawist	285284	116	07.03.1907	0355-2047
G. Poppiuo	285286	118	07.03.1907	0355-2047
Hanna Lucander	285286	118	07.03.1907	0355-2047
A. Nokonen	285286	118	07.03.1907	0355-2047
Sina Sfrancf	285289	120	07.03.1907	0355-2047
Anna Tchröder	285294	1	07.03.1907	0355-2047
A. Nordman	285296	3	07.03.1907	0355-2047
Hugo Catani	285298	5	07.03.1907	0355-2047
Hjalmar Pihlström	285300	5	07.03.1907	0355-2047
Juho Jalo	285305	7	07.03.1907	0355-2047
H. Paananen	285305	7	07.03.1907	0355-2047
W. Rainsay	285307	9	07.03.1907	0355-2047
Ä. Lindholm	285307	9	07.03.1907	0355-2047
B. Sikifaftjenia	285315	13	07.03.1907	0355-2047
O. Sfnbften	285315	13	07.03.1907	0355-2047
H. Gummerus	285315	13	07.03.1907	0355-2047
A. Ilmonen	285316	13	07.03.1907	0355-2047
Aina Forsman	285319	15	07.03.1907	0355-2047
Viktor Liljelund	285324	18	07.03.1907	0355-2047
Vilho Majamaa	285324	18	07.03.1907	0355-2047
Carl SBonbc	285331	22	07.03.1907	0355-2047
Vilho Aildersfonin	285433	68	07.03.1907	0355-2047
Martta Hara>ärweu	285434	68	07.03.1907	0355-2047
Eero Järnefelt	285480	88	07.03.1907	0355-2047
Hilda Flodin	285482	90	07.03.1907	0355-2047
Nacter-Gröndahl Grieain	285534	103	07.03.1907	0355-2047
Wilhelm Idi	285536	104	07.03.1907	0355-2047
Kaarle Zoikkeli	285552	111	07.03.1907	0355-2047
Ä. Koskimies	285554	113	07.03.1907	0355-2047
Matti Roiha	285597	16	07.03.1907	0355-2047
August Ahlgren	285598	16	07.03.1907	0355-2047
W. Laa	285598	16	07.03.1907	0355-2047
Tsufjo Peusa	285602	16	07.03.1907	0355-2047
A- G	285608	18	07.03.1907	0355-2047
Vasili Cftro	285771	116	07.03.1907	0355-2047
Juuso Hedberg	285815	133	07.03.1907	0355-2047
Emil af Hällström	285816	134	07.03.1907	0355-2047
Einar Koskiniemi	285989	44	07.03.1907	0355-2047
Adam Keläläi<en	286004	53	07.03.1907	0355-2047
Anna Anderson	286008	56	07.03.1907	0355-2047
Impi Kranlin	286011	57	07.03.1907	0355-2047
Alma Aalto	286057	73	07.03.1907	0355-2047
Elli Hellsten	286057	73	07.03.1907	0355-2047
Ia Lempäälä	286061	76	07.03.1907	0355-2047
O. Lyytiselle	286149	130	07.03.1907	0355-2047
Wilhelm Brummer	286153	132	07.03.1907	0355-2047
Teodor Munck	286153	132	07.03.1907	0355-2047
Knut Anthoni	286157	135	07.03.1907	0355-2047
Fredrik Thuringin	286457	218	07.03.1907	0355-2047
H. Lumme	286504	246	07.03.1907	0355-2047
Aksel Alanderin	286663	54	07.03.1907	0355-2047
Johan Bojet	286673	61	07.03.1907	0355-2047
Aksel Älanderin	286678	66	07.03.1907	0355-2047
Niko Sollakeimo	286723	83	07.03.1907	0355-2047
Alfred Holmström	286764	106	07.03.1907	0355-2047
Ali fAI	286932	141	07.03.1907	0355-2047
